subject_id,subject_name,subject_category,grade_level,education_type,subject_description,total_students_enrolled_subject,total_tutors_offering_subject,last_updated
SUB00193,Urdu,Language & Literature,4,Saudi National (MOE),Urdu for Grade 4 in the Saudi National (MOE) curriculum.,535,14,2025-11-16
SUB00194,Hindi,Language & Literature,4,Saudi National (MOE),Hindi for Grade 4 in the Saudi National (MOE) curriculum.,415,61,2025-11-16
SUB00195,Literature,Language & Literature,4,Saudi National (MOE),Literature for Grade 4 in the Saudi National (MOE) curriculum.,529,29,2025-11-16
SUB00196,Creative Writing,Language & Literature,4,Saudi National (MOE),Creative Writing for Grade 4 in the Saudi National (MOE) curriculum.,93,22,2025-11-16
SUB00197,Translation & Linguistics,Language & Literature,4,Saudi National (MOE),Translation & Linguistics for Grade 4 in the Saudi National (MOE) curriculum.,521,40,2025-11-16
SUB00198,Islamic Arabic,Language & Literature,4,Saudi National (MOE),Islamic Arabic for Grade 4 in the Saudi National (MOE) curriculum.,522,16,2025-11-16
SUB00199,History,Humanities & Social Sciences,4,Saudi National (MOE),History for Grade 4 in the Saudi National (MOE) curriculum.,131,41,2025-11-16
SUB00200,Geography,Humanities & Social Sciences,4,Saudi National (MOE),Geography for Grade 4 in the Saudi National (MOE) curriculum.,313,66,2025-11-16
SUB00201,Economics,Humanities & Social Sciences,4,Saudi National (MOE),Economics for Grade 4 in the Saudi National (MOE) curriculum.,77,31,2025-11-16
SUB00202,Civics,Humanities & Social Sciences,4,Saudi National (MOE),Civics for Grade 4 in the Saudi National (MOE) curriculum.,86,30,2025-11-16
SUB00203,Political Science,Humanities & Social Sciences,4,Saudi National (MOE),Political Science for Grade 4 in the Saudi National (MOE) curriculum.,420,71,2025-11-16
SUB00204,Sociology,Humanities & Social Sciences,4,Saudi National (MOE),Sociology for Grade 4 in the Saudi National (MOE) curriculum.,443,42,2025-11-16
SUB00205,Psychology,Humanities & Social Sciences,4,Saudi National (MOE),Psychology for Grade 4 in the Saudi National (MOE) curriculum.,257,39,2025-11-16
SUB00206,Philosophy,Humanities & Social Sciences,4,Saudi National (MOE),Philosophy for Grade 4 in the Saudi National (MOE) curriculum.,583,10,2025-11-16
SUB00207,Law,Humanities & Social Sciences,4,Saudi National (MOE),Law for Grade 4 in the Saudi National (MOE) curriculum.,319,18,2025-11-16
SUB00208,Religious Studies,Humanities & Social Sciences,4,Saudi National (MOE),Religious Studies for Grade 4 in the Saudi National (MOE) curriculum.,518,11,2025-11-16
SUB00209,Islamic Studies,Humanities & Social Sciences,4,Saudi National (MOE),Islamic Studies for Grade 4 in the Saudi National (MOE) curriculum.,456,40,2025-11-16
SUB00210,Art,Arts & Design,4,Saudi National (MOE),Art for Grade 4 in the Saudi National (MOE) curriculum.,502,30,2025-11-16
SUB00211,Music,Arts & Design,4,Saudi National (MOE),Music for Grade 4 in the Saudi National (MOE) curriculum.,486,30,2025-11-16
SUB00212,Drama,Arts & Design,4,Saudi National (MOE),Drama for Grade 4 in the Saudi National (MOE) curriculum.,455,72,2025-11-16
SUB00213,Film Studies,Arts & Design,4,Saudi National (MOE),Film Studies for Grade 4 in the Saudi National (MOE) curriculum.,255,11,2025-11-16
SUB00214,Design & Technology,Arts & Design,4,Saudi National (MOE),Design & Technology for Grade 4 in the Saudi National (MOE) curriculum.,437,43,2025-11-16
SUB00215,Architecture,Arts & Design,4,Saudi National (MOE),Architecture for Grade 4 in the Saudi National (MOE) curriculum.,90,59,2025-11-16
SUB00216,Calligraphy,Arts & Design,4,Saudi National (MOE),Calligraphy for Grade 4 in the Saudi National (MOE) curriculum.,418,52,2025-11-16
SUB00217,Fashion Design,Arts & Design,4,Saudi National (MOE),Fashion Design for Grade 4 in the Saudi National (MOE) curriculum.,78,19,2025-11-16
SUB00218,Home Economics,Arts & Design,4,Saudi National (MOE),Home Economics for Grade 4 in the Saudi National (MOE) curriculum.,255,42,2025-11-16
SUB00219,Physical Education,Physical & Health,4,Saudi National (MOE),Physical Education for Grade 4 in the Saudi National (MOE) curriculum.,529,24,2025-11-16
SUB00220,Health Education,Physical & Health,4,Saudi National (MOE),Health Education for Grade 4 in the Saudi National (MOE) curriculum.,156,6,2025-11-16
SUB00221,Nutrition & Fitness,Physical & Health,4,Saudi National (MOE),Nutrition & Fitness for Grade 4 in the Saudi National (MOE) curriculum.,478,17,2025-11-16
SUB00222,Sports Science,Physical & Health,4,Saudi National (MOE),Sports Science for Grade 4 in the Saudi National (MOE) curriculum.,537,64,2025-11-16
SUB00223,First Aid & Public Safety,Physical & Health,4,Saudi National (MOE),First Aid & Public Safety for Grade 4 in the Saudi National (MOE) curriculum.,483,53,2025-11-16
SUB00224,Automotive Mechanics,Vocational & Technical,4,Saudi National (MOE),Automotive Mechanics for Grade 4 in the Saudi National (MOE) curriculum.,452,58,2025-11-16
SUB00225,Electrical Studies,Vocational & Technical,4,Saudi National (MOE),Electrical Studies for Grade 4 in the Saudi National (MOE) curriculum.,278,49,2025-11-16
SUB00226,Carpentry,Vocational & Technical,4,Saudi National (MOE),Carpentry for Grade 4 in the Saudi National (MOE) curriculum.,551,62,2025-11-16
SUB00227,Plumbing,Vocational & Technical,4,Saudi National (MOE),Plumbing for Grade 4 in the Saudi National (MOE) curriculum.,52,13,2025-11-16
SUB00228,Hospitality,Vocational & Technical,4,Saudi National (MOE),Hospitality for Grade 4 in the Saudi National (MOE) curriculum.,160,51,2025-11-16
SUB00229,Entrepreneurship,Vocational & Technical,4,Saudi National (MOE),Entrepreneurship for Grade 4 in the Saudi National (MOE) curriculum.,555,59,2025-11-16
SUB00230,Marketing,Vocational & Technical,4,Saudi National (MOE),Marketing for Grade 4 in the Saudi National (MOE) curriculum.,426,27,2025-11-16
SUB00231,Accounting,Vocational & Technical,4,Saudi National (MOE),Accounting for Grade 4 in the Saudi National (MOE) curriculum.,405,32,2025-11-16
SUB00232,Agriculture,Vocational & Technical,4,Saudi National (MOE),Agriculture for Grade 4 in the Saudi National (MOE) curriculum.,260,9,2025-11-16
SUB00233,Mathematics,STEM,5,Saudi National (MOE),Mathematics for Grade 5 in the Saudi National (MOE) curriculum.,461,59,2025-11-16
SUB00234,Advanced Mathematics,STEM,5,Saudi National (MOE),Advanced Mathematics for Grade 5 in the Saudi National (MOE) curriculum.,522,57,2025-11-16
SUB00235,Physics,STEM,5,Saudi National (MOE),Physics for Grade 5 in the Saudi National (MOE) curriculum.,205,56,2025-11-16
SUB00236,Chemistry,STEM,5,Saudi National (MOE),Chemistry for Grade 5 in the Saudi National (MOE) curriculum.,558,46,2025-11-16
SUB00237,Biology,STEM,5,Saudi National (MOE),Biology for Grade 5 in the Saudi National (MOE) curriculum.,215,62,2025-11-16
SUB00238,Computer Science,STEM,5,Saudi National (MOE),Computer Science for Grade 5 in the Saudi National (MOE) curriculum.,546,27,2025-11-16
SUB00239,Statistics,STEM,5,Saudi National (MOE),Statistics for Grade 5 in the Saudi National (MOE) curriculum.,144,73,2025-11-16
SUB00240,Robotics,STEM,5,Saudi National (MOE),Robotics for Grade 5 in the Saudi National (MOE) curriculum.,546,62,2025-11-16
SUB00241,Engineering Fundamentals,STEM,5,Saudi National (MOE),Engineering Fundamentals for Grade 5 in the Saudi National (MOE) curriculum.,362,76,2025-11-16
SUB00242,Environmental Science,STEM,5,Saudi National (MOE),Environmental Science for Grade 5 in the Saudi National (MOE) curriculum.,142,64,2025-11-16
SUB00243,Earth Science,STEM,5,Saudi National (MOE),Earth Science for Grade 5 in the Saudi National (MOE) curriculum.,419,3,2025-11-16
SUB00244,Agriculture Technology,STEM,5,Saudi National (MOE),Agriculture Technology for Grade 5 in the Saudi National (MOE) curriculum.,408,68,2025-11-16
SUB00245,Technical Drawing,STEM,5,Saudi National (MOE),Technical Drawing for Grade 5 in the Saudi National (MOE) curriculum.,52,48,2025-11-16
SUB00246,Arabic,Language & Literature,5,Saudi National (MOE),Arabic for Grade 5 in the Saudi National (MOE) curriculum.,86,36,2025-11-16
SUB00247,English,Language & Literature,5,Saudi National (MOE),English for Grade 5 in the Saudi National (MOE) curriculum.,358,55,2025-11-16
SUB00248,French,Language & Literature,5,Saudi National (MOE),French for Grade 5 in the Saudi National (MOE) curriculum.,269,60,2025-11-16
SUB00249,Spanish,Language & Literature,5,Saudi National (MOE),Spanish for Grade 5 in the Saudi National (MOE) curriculum.,433,70,2025-11-16
SUB00250,German,Language & Literature,5,Saudi National (MOE),German for Grade 5 in the Saudi National (MOE) curriculum.,256,20,2025-11-16
SUB00251,Urdu,Language & Literature,5,Saudi National (MOE),Urdu for Grade 5 in the Saudi National (MOE) curriculum.,93,57,2025-11-16
SUB00252,Hindi,Language & Literature,5,Saudi National (MOE),Hindi for Grade 5 in the Saudi National (MOE) curriculum.,158,16,2025-11-16
SUB00253,Literature,Language & Literature,5,Saudi National (MOE),Literature for Grade 5 in the Saudi National (MOE) curriculum.,155,74,2025-11-16
SUB00254,Creative Writing,Language & Literature,5,Saudi National (MOE),Creative Writing for Grade 5 in the Saudi National (MOE) curriculum.,56,35,2025-11-16
SUB00255,Translation & Linguistics,Language & Literature,5,Saudi National (MOE),Translation & Linguistics for Grade 5 in the Saudi National (MOE) curriculum.,127,47,2025-11-16
SUB00256,Islamic Arabic,Language & Literature,5,Saudi National (MOE),Islamic Arabic for Grade 5 in the Saudi National (MOE) curriculum.,169,36,2025-11-16
SUB00257,History,Humanities & Social Sciences,5,Saudi National (MOE),History for Grade 5 in the Saudi National (MOE) curriculum.,325,12,2025-11-16
SUB00258,Geography,Humanities & Social Sciences,5,Saudi National (MOE),Geography for Grade 5 in the Saudi National (MOE) curriculum.,497,79,2025-11-16
SUB00259,Economics,Humanities & Social Sciences,5,Saudi National (MOE),Economics for Grade 5 in the Saudi National (MOE) curriculum.,422,68,2025-11-16
SUB00260,Civics,Humanities & Social Sciences,5,Saudi National (MOE),Civics for Grade 5 in the Saudi National (MOE) curriculum.,299,20,2025-11-16
SUB00261,Political Science,Humanities & Social Sciences,5,Saudi National (MOE),Political Science for Grade 5 in the Saudi National (MOE) curriculum.,383,49,2025-11-16
SUB00262,Sociology,Humanities & Social Sciences,5,Saudi National (MOE),Sociology for Grade 5 in the Saudi National (MOE) curriculum.,459,16,2025-11-16
SUB00263,Psychology,Humanities & Social Sciences,5,Saudi National (MOE),Psychology for Grade 5 in the Saudi National (MOE) curriculum.,387,73,2025-11-16
SUB00264,Philosophy,Humanities & Social Sciences,5,Saudi National (MOE),Philosophy for Grade 5 in the Saudi National (MOE) curriculum.,545,40,2025-11-16
SUB00265,Law,Humanities & Social Sciences,5,Saudi National (MOE),Law for Grade 5 in the Saudi National (MOE) curriculum.,182,69,2025-11-16
SUB00266,Religious Studies,Humanities & Social Sciences,5,Saudi National (MOE),Religious Studies for Grade 5 in the Saudi National (MOE) curriculum.,280,66,2025-11-16
SUB00267,Islamic Studies,Humanities & Social Sciences,5,Saudi National (MOE),Islamic Studies for Grade 5 in the Saudi National (MOE) curriculum.,428,54,2025-11-16
SUB00268,Art,Arts & Design,5,Saudi National (MOE),Art for Grade 5 in the Saudi National (MOE) curriculum.,214,34,2025-11-16
SUB00269,Music,Arts & Design,5,Saudi National (MOE),Music for Grade 5 in the Saudi National (MOE) curriculum.,562,34,2025-11-16
SUB00270,Drama,Arts & Design,5,Saudi National (MOE),Drama for Grade 5 in the Saudi National (MOE) curriculum.,269,75,2025-11-16
SUB00271,Film Studies,Arts & Design,5,Saudi National (MOE),Film Studies for Grade 5 in the Saudi National (MOE) curriculum.,550,28,2025-11-16
SUB00272,Design & Technology,Arts & Design,5,Saudi National (MOE),Design & Technology for Grade 5 in the Saudi National (MOE) curriculum.,64,50,2025-11-16
SUB00273,Architecture,Arts & Design,5,Saudi National (MOE),Architecture for Grade 5 in the Saudi National (MOE) curriculum.,308,73,2025-11-16
SUB00274,Calligraphy,Arts & Design,5,Saudi National (MOE),Calligraphy for Grade 5 in the Saudi National (MOE) curriculum.,216,74,2025-11-16
SUB00275,Fashion Design,Arts & Design,5,Saudi National (MOE),Fashion Design for Grade 5 in the Saudi National (MOE) curriculum.,504,10,2025-11-16
SUB00276,Home Economics,Arts & Design,5,Saudi National (MOE),Home Economics for Grade 5 in the Saudi National (MOE) curriculum.,584,20,2025-11-16
SUB00277,Physical Education,Physical & Health,5,Saudi National (MOE),Physical Education for Grade 5 in the Saudi National (MOE) curriculum.,577,80,2025-11-16
SUB00278,Health Education,Physical & Health,5,Saudi National (MOE),Health Education for Grade 5 in the Saudi National (MOE) curriculum.,496,66,2025-11-16
SUB00279,Nutrition & Fitness,Physical & Health,5,Saudi National (MOE),Nutrition & Fitness for Grade 5 in the Saudi National (MOE) curriculum.,469,73,2025-11-16
SUB00280,Sports Science,Physical & Health,5,Saudi National (MOE),Sports Science for Grade 5 in the Saudi National (MOE) curriculum.,529,29,2025-11-16
SUB00281,First Aid & Public Safety,Physical & Health,5,Saudi National (MOE),First Aid & Public Safety for Grade 5 in the Saudi National (MOE) curriculum.,112,63,2025-11-16
SUB00282,Automotive Mechanics,Vocational & Technical,5,Saudi National (MOE),Automotive Mechanics for Grade 5 in the Saudi National (MOE) curriculum.,300,22,2025-11-16
SUB00283,Electrical Studies,Vocational & Technical,5,Saudi National (MOE),Electrical Studies for Grade 5 in the Saudi National (MOE) curriculum.,273,13,2025-11-16
SUB00284,Carpentry,Vocational & Technical,5,Saudi National (MOE),Carpentry for Grade 5 in the Saudi National (MOE) curriculum.,239,59,2025-11-16
SUB00285,Plumbing,Vocational & Technical,5,Saudi National (MOE),Plumbing for Grade 5 in the Saudi National (MOE) curriculum.,58,3,2025-11-16
SUB00286,Hospitality,Vocational & Technical,5,Saudi National (MOE),Hospitality for Grade 5 in the Saudi National (MOE) curriculum.,587,57,2025-11-16
SUB00287,Entrepreneurship,Vocational & Technical,5,Saudi National (MOE),Entrepreneurship for Grade 5 in the Saudi National (MOE) curriculum.,170,32,2025-11-16
SUB00288,Marketing,Vocational & Technical,5,Saudi National (MOE),Marketing for Grade 5 in the Saudi National (MOE) curriculum.,369,27,2025-11-16
SUB00289,Accounting,Vocational & Technical,5,Saudi National (MOE),Accounting for Grade 5 in the Saudi National (MOE) curriculum.,89,64,2025-11-16
SUB00290,Agriculture,Vocational & Technical,5,Saudi National (MOE),Agriculture for Grade 5 in the Saudi National (MOE) curriculum.,284,23,2025-11-16
SUB00291,Mathematics,STEM,6,Saudi National (MOE),Mathematics for Grade 6 in the Saudi National (MOE) curriculum.,456,35,2025-11-16
SUB00292,Advanced Mathematics,STEM,6,Saudi National (MOE),Advanced Mathematics for Grade 6 in the Saudi National (MOE) curriculum.,572,5,2025-11-16
SUB00293,Physics,STEM,6,Saudi National (MOE),Physics for Grade 6 in the Saudi National (MOE) curriculum.,232,70,2025-11-16
SUB00294,Chemistry,STEM,6,Saudi National (MOE),Chemistry for Grade 6 in the Saudi National (MOE) curriculum.,371,66,2025-11-16
SUB00295,Biology,STEM,6,Saudi National (MOE),Biology for Grade 6 in the Saudi National (MOE) curriculum.,460,72,2025-11-16
SUB00296,Computer Science,STEM,6,Saudi National (MOE),Computer Science for Grade 6 in the Saudi National (MOE) curriculum.,160,60,2025-11-16
SUB00297,Statistics,STEM,6,Saudi National (MOE),Statistics for Grade 6 in the Saudi National (MOE) curriculum.,185,15,2025-11-16
SUB00298,Robotics,STEM,6,Saudi National (MOE),Robotics for Grade 6 in the Saudi National (MOE) curriculum.,182,26,2025-11-16
SUB00299,Engineering Fundamentals,STEM,6,Saudi National (MOE),Engineering Fundamentals for Grade 6 in the Saudi National (MOE) curriculum.,291,54,2025-11-16
SUB00300,Environmental Science,STEM,6,Saudi National (MOE),Environmental Science for Grade 6 in the Saudi National (MOE) curriculum.,321,30,2025-11-16
SUB00301,Earth Science,STEM,6,Saudi National (MOE),Earth Science for Grade 6 in the Saudi National (MOE) curriculum.,244,34,2025-11-16
SUB00302,Agriculture Technology,STEM,6,Saudi National (MOE),Agriculture Technology for Grade 6 in the Saudi National (MOE) curriculum.,287,19,2025-11-16
SUB00303,Technical Drawing,STEM,6,Saudi National (MOE),Technical Drawing for Grade 6 in the Saudi National (MOE) curriculum.,187,3,2025-11-16
SUB00304,Arabic,Language & Literature,6,Saudi National (MOE),Arabic for Grade 6 in the Saudi National (MOE) curriculum.,229,41,2025-11-16
SUB00305,English,Language & Literature,6,Saudi National (MOE),English for Grade 6 in the Saudi National (MOE) curriculum.,424,41,2025-11-16
SUB00306,French,Language & Literature,6,Saudi National (MOE),French for Grade 6 in the Saudi National (MOE) curriculum.,359,61,2025-11-16
SUB00307,Spanish,Language & Literature,6,Saudi National (MOE),Spanish for Grade 6 in the Saudi National (MOE) curriculum.,210,72,2025-11-16
SUB00308,German,Language & Literature,6,Saudi National (MOE),German for Grade 6 in the Saudi National (MOE) curriculum.,443,11,2025-11-16
